specObjID,ra,dec,redshift,zErr,class,subClass,u,g,r,i,z,plate,mjd,fiberID
1.17E+19,142.88052,30.540805,0.7265497,0.000211884,QSO,,23.04116,21.88881,21.32813,20.48519,20.04646,10435,58156,588
1.21E+19,249.93264,36.680699,0.72666,0.000180179,GALAXY,,25.94684,24.9821,21.55831,20.16028,19.42826,10726,58199,69
9.33E+18,143.95735,43.138753,0.7267313,0.000230357,GALAXY,,25.05638,23.49426,22.09295,20.84516,19.93947,8285,57048,415
8.54E+18,336.30868,20.906783,0.7267398,0.000101352,QSO,BROADLINE,19.6919,19.17659,19.14003,19.25751,19.12494,7582,56960,398
1.17E+19,143.49929,30.968754,0.7268156,0.000172246,GALAXY,,23.26011,22.52002,21.7423,21.09831,20.46182,10429,58145,305
1.21E+19,253.03983,37.685838,0.7268209,0.000341548,GALAXY,,25.12796,24.87046,22.31831,20.9371,19.94733,10720,58250,303
1.24E+19,29.364459,13.326551,0.7271366,0.000137562,QSO,BROADLINE,22.43309,21.96974,21.76619,21.63129,20.96899,11045,58485,128
6.16E+18,221.35931,15.681865,0.7271914,9.35E-05,QSO,BROADLINE,20.20725,19.87814,19.80856,19.75768,19.55896,5471,56034,925
1.15E+19,142.07284,33.903893,0.7272366,0.000291833,GALAXY,,26.43345,23.58812,21.67489,20.55549,19.75767,10227,58224,633
8.26E+18,40.165393,-0.311497,0.7272791,0.000363107,QSO,,22.09657,22.08121,21.81614,21.33406,20.61045,7337,56686,466
5.33E+18,168.18866,1.6863259,0.7273723,0.000226534,QSO,BROADLINE,21.76836,20.90045,20.72975,20.4741,20.01727,4731,55656,440
1.17E+19,142.73649,30.402253,0.7273734,0.00019623,GALAXY,,22.33531,22.17156,21.12772,20.58408,19.88461,10429,58145,443
8.82E+18,35.732147,-0.39202954,0.7273775,0.000228188,QSO,,22.31134,21.32283,20.95034,20.56961,20.24754,7831,57016,114
1.18E+19,145.01478,27.220851,0.7274327,0.000166067,GALAXY,,22.60101,21.97993,21.64837,20.71933,20.11374,10436,58142,460
1.41E+19,140.95556,-0.31861107,0.7275307,0.000347,QSO,,23.12874,22.15444,21.94815,21.48935,20.69161,12545,58930,934
1.41E+19,140.95319,0.2945841,0.7276261,0.000180521,QSO,,22.2015,21.52394,21.1239,20.97624,20.53211,12545,58930,951
1.41E+19,131.54468,-0.75302318,0.7276815,0.000312378,QSO,BROADLINE,21.13074,20.04059,20.04368,19.77985,19.48364,12525,58932,15
1.41E+19,129.92882,-0.3803841,0.7278107,0.000327215,QSO,BROADLINE,20.55996,20.26932,20.1915,20.31188,19.93959,12525,58932,696
1.17E+19,143.44028,30.271907,0.7279428,0.000312678,QSO,,24.48417,23.06841,22.52263,21.53873,21.14071,10429,58145,321
1.24E+19,29.634746,14.182038,0.7281674,0.000169602,QSO,BROADLINE,21.59802,20.85106,20.77651,20.58612,20.10421,11045,58485,68
6.18E+18,231.67773,11.914137,0.7281705,0.00028335,QSO,BROADLINE,21.85368,21.24767,21.3303,21.21199,20.71847,5493,56009,714
6.16E+18,219.85026,16.054459,0.7281787,0.00026934,QSO,BROADLINE,20.2957,19.87346,19.86109,19.84857,19.78028,5471,56034,584
6.74E+18,195.27101,22.602677,0.728256,0.000126914,QSO,BROADLINE,21.99895,21.28738,20.69137,20.27961,19.9129,5990,56066,810
1.21E+19,249.45517,37.395585,0.7285281,0.000297365,QSO,BROADLINE,20.80849,20.49071,20.57788,20.52001,20.30082,10726,58199,886
1.15E+19,146.83654,34.32559,0.7287262,0.000253199,QSO,BROADLINE,20.2805,19.9855,20.03148,19.8883,19.74529,10230,58224,499
9.99E+18,199.01898,36.655642,0.7287695,0.00017755,QSO,,20.95701,20.81228,20.64842,20.47739,20.16208,8871,57519,886
1.41E+19,128.8827,-1.0894527,0.7288824,0.000355808,QSO,,22.74107,21.659,21.37663,21.03082,20.52159,12525,58932,491
1.28E+19,327.7992,3.1571938,0.7291695,4.66E-05,QSO,BROADLINE,22.4143,20.64926,19.68531,19.15232,18.57018,11329,58426,478
6.52E+18,149.893,33.130605,0.7292348,0.000258222,GALAXY,,24.29224,24.5255,21.44591,20.22319,19.63796,5793,56337,169
6.89E+18,337.17269,20.485837,0.7294145,0.000305263,QSO,BROADLINE,21.40548,20.97774,20.90789,20.71872,20.07624,6118,56189,282
1.21E+19,251.97292,38.132891,0.729442,0.00024664,GALAXY,,24.86458,24.47156,21.94504,20.57889,19.70665,10720,58250,577
1.15E+19,141.57504,32.622086,0.7295153,0.000230838,GALAXY,,23.89469,23.09938,21.43041,20.16469,19.43334,10227,58224,461
7.56E+18,239.09453,51.047823,0.7296349,0.000187213,QSO,,21.75377,20.98293,20.56573,20.22288,19.96953,6716,56401,383
5.14E+18,151.612,40.258803,0.7297143,0.000198305,QSO,BROADLINE,21.9123,21.16778,21.08877,20.98154,20.18412,4566,55630,190
4.80E+18,39.146303,3.1049962,0.7297361,0.000423631,QSO,BROADLINE,21.62068,21.11226,20.96914,20.89757,20.50773,4260,55478,284
1.21E+19,250.06799,36.764493,0.7299935,0.000293636,GALAXY,,27.67983,23.8066,21.64489,20.37385,19.73253,10726,58199,35
9.99E+18,178.83223,35.920793,0.7301931,0.000148234,QSO,,21.19374,20.81521,20.67236,20.39387,20.23103,8872,57422,58
1.48E+18,178.811,56.552507,0.7303457,7.97E-05,QSO,BROADLINE,18.2173,17.93402,18.04262,18.14928,18.07018,1313,52790,181
1.28E+19,330.42382,6.6708416,0.7303594,0.000340294,QSO,BROADLINE,21.61803,20.93096,20.90009,20.69771,20.37972,11337,58431,790
1.08E+19,141.84404,19.070007,0.7303886,0.00012686,QSO,BROADLINE,20.89687,20.50783,20.41466,20.33688,19.92577,9553,57801,637
6.18E+18,227.77607,14.023213,0.7305603,5.11E-05,GALAXY,,22.06051,21.58442,20.86188,19.92797,19.53442,5486,56030,331
9.98E+18,180.78004,37.615345,0.7306943,0.000159973,QSO,BROADLINE,21.04261,20.9194,20.92076,20.49303,20.21714,8864,57428,800
1.08E+19,145.21621,20.298997,0.7308071,0.000295036,QSO,,22.33152,22.32088,22.17822,21.33798,20.99205,9552,57814,822
1.21E+19,253.32272,37.199,0.7308594,0.000182931,GALAXY,,23.34972,22.03923,21.00616,19.96327,19.32853,10720,58250,251
9.32E+18,129.89212,42.669469,0.7309399,0.000208214,QSO,,22.54568,21.71132,21.37119,20.94899,20.6823,8280,57061,206
9.83E+18,42.487514,4.1574407,0.7310073,0.000103365,QSO,BROADLINE,21.24352,20.65631,20.31272,20.05533,19.73447,8729,57399,818
9.83E+18,39.164911,4.8054955,0.731024,0.000126071,QSO,BROADLINE,21.48351,21.19785,20.64042,20.12849,19.70419,8731,57416,989
6.53E+18,148.04091,33.297794,0.7311509,0.000298692,QSO,,21.59309,21.02316,20.90309,20.59214,20.2357,5799,56325,742
1.17E+19,142.51373,30.910162,0.7311512,0.000125202,GALAXY,,22.94062,22.91397,22.69202,23.07325,21.48927,10429,58145,474
8.15E+18,37.045176,-5.1288721,0.7311766,0.000735865,QSO,,22.14369,21.56339,21.33709,21.02282,20.93067,7235,56603,355
1.21E+19,254.21565,37.134797,0.7313749,0.000224686,GALAXY,,26.01281,23.68412,21.82526,20.77795,19.9393,10720,58250,87
1.21E+19,249.37799,36.577223,0.7314157,0.000184333,QSO,BROADLINE,22.69604,21.69724,21.46739,21.05968,20.52439,10726,58199,148
3.09E+18,215.06678,14.472877,0.7315087,7.49E-05,QSO,BROADLINE,18.22617,17.90211,17.93818,18.01835,17.90535,2746,54232,139
1.31E+19,338.95681,32.548019,0.7315364,0.000113806,QSO,BROADLINE,20.78075,20.53374,20.31138,20.07177,19.82848,11634,58484,599
1.13E+19,29.945957,27.876287,0.7315876,0.000137418,QSO,,22.55,21.83948,21.66416,21.18361,20.51745,10000,58514,799
1.21E+19,250.08973,36.922014,0.7316194,0.000461048,GALAXY,,22.57578,23.63369,21.92984,20.6846,19.94035,10726,58199,39
1.21E+19,252.11885,38.238407,0.7318244,0.000225146,GALAXY,,24.48453,22.91471,21.36473,20.21272,19.55591,10720,58250,575
1.27E+19,323.71126,3.6247769,0.7319426,0.000103606,QSO,,22.40076,21.93348,21.7428,21.59204,21.13654,11321,58425,734
1.31E+19,128.74579,35.514351,0.7320508,0.000317957,GALAXY,,22.49856,22.43439,21.56718,20.49908,19.71688,11651,58511,969
4.92E+17,121.85766,43.615125,0.732222,0.000311129,QSO,BROADLINE,20.38537,19.39548,18.98649,18.70634,18.64011,437,51876,605
9.98E+18,178.92034,37.187594,0.7322281,0.000147076,QSO,,22.20658,21.95006,21.55888,21.24491,21.2506,8864,57428,509
6.16E+18,220.96855,7.7911072,0.7323471,0.000347333,QSO,,22.65104,21.71528,21.51769,21.21991,20.78771,5472,55976,232
8.24E+18,142.22887,46.868591,0.7323475,0.000133583,QSO,BROADLINE,19.71927,19.47336,19.42011,19.44767,19.28658,7315,56685,921
9.98E+18,180.43036,36.729614,0.7324183,0.000439059,QSO,BROADLINE,21.95152,21.24303,20.71474,20.28545,20.18032,8864,57428,272
1.15E+19,142.63698,33.968562,0.732454,0.000247995,GALAXY,,22.3784,24.73325,21.3353,20.0255,19.31343,10227,58224,751
1.06E+19,14.491896,1.3080549,0.7324774,0.00014824,QSO,,25.4469,22.92521,22.49075,21.76795,21.15525,9428,58101,89
9.98E+18,180.98695,37.718319,0.7326363,8.82E-05,QSO,,22.2823,21.53666,21.21641,20.74589,20.3619,8864,57428,830
1.41E+19,139.05546,2.257775,0.7327709,0.000164403,QSO,,23.79111,21.61374,20.55119,19.87985,19.95672,12544,58928,985
1.24E+19,25.576211,15.084571,0.7328547,0.000256276,QSO,BROADLINE,24.64436,21.72906,20.82624,20.08063,19.55663,11052,58438,590
9.99E+18,199.30647,36.31856,0.7329097,0.0003214,QSO,,21.26747,20.87946,20.68897,20.53804,20.45461,8871,57519,974
1.21E+19,251.77341,38.826071,0.7329817,0.000454099,QSO,,21.68183,21.30267,21.13913,20.94985,20.62932,10720,58250,558
8.60E+18,328.70687,26.986183,0.7330303,0.000188686,QSO,BROADLINE,19.56343,19.36077,19.22488,19.03437,19.00504,7641,57307,1000
7.22E+18,172.56791,24.619407,0.7332114,0.000335938,QSO,,22.38036,21.03035,19.72206,18.98597,18.68983,6415,56310,494
5.83E+18,133.50977,26.024049,0.7332217,0.000166876,GALAXY,,22.14092,21.97295,21.03067,19.84991,19.30067,5179,55957,615
9.98E+18,143.29533,37.638312,0.7332765,0.000383711,GALAXY,,23.92416,23.08603,21.7349,20.60087,19.94581,8863,57724,567
3.32E+18,248.28602,27.089593,0.7332897,0.000275514,QSO,BROADLINE,20.49065,20.32058,20.23185,20.02394,19.87071,2948,54553,249
5.39E+18,204.76321,3.8882771,0.7334129,0.000286201,QSO,BROADLINE,20.83314,20.52846,20.55382,20.6201,20.26955,4786,55651,314
9.58E+18,212.91651,40.066347,0.7334766,0.000188641,QSO,,23.02799,22.16718,21.70222,21.07506,20.67591,8505,57834,54
9.33E+18,144.65147,44.444363,0.7336047,0.000305353,QSO,BROADLINE,21.10578,20.86726,20.75867,20.71136,20.47569,8285,57048,720
5.83E+18,133.47577,26.083295,0.7336627,0.000212343,GALAXY,,24.32485,23.55936,21.24499,19.9293,19.26988,5179,55957,637
1.35E+18,137.14942,41.846193,0.7336801,2.57E-05,QSO,BROADLINE,19.36642,18.7934,18.6276,18.80075,18.28105,1200,52668,415
1.21E+19,252.3808,39.004733,0.7336909,0.000266623,GALAXY,,23.17854,23.17219,21.98395,20.58803,19.88531,10720,58250,593
6.52E+18,149.87952,35.189605,0.7337759,0.000209844,QSO,BROADLINE,22.3186,21.34232,20.44334,19.56373,19.12557,5793,56337,835
6.53E+18,145.81496,29.852575,0.733825,0.00010007,QSO,BROADLINE,21.81325,20.73293,20.17669,19.89702,19.42249,5802,56309,40
8.26E+18,40.226061,-0.308112,0.7338524,0.000374678,QSO,,22.42355,22.35244,22.88866,22.24721,21.68667,7337,56662,500
6.53E+18,147.42424,30.483823,0.7338649,0.000189608,QSO,BROADLINE,22.41992,21.77487,21.695,21.70081,20.9676,5801,56328,802
5.60E+18,235.40657,37.04483,0.7340154,0.000138925,QSO,BROADLINE,22.61028,21.9237,21.82727,21.30461,20.77997,4974,56038,908
7.22E+18,177.22433,26.910055,0.7340304,0.000142797,QSO,BROADLINE,19.78761,19.39377,19.41422,19.51801,19.38908,6411,56331,604
4.80E+18,38.89601,4.3166289,0.7340367,0.000190424,QSO,BROADLINE,21.23693,20.69456,20.49169,20.18479,19.88193,4260,55478,736
6.52E+18,149.55953,34.733304,0.7340456,0.000185584,GALAXY,,23.37252,23.14325,20.64579,19.45706,18.7457,5793,56337,765
7.57E+18,230.77086,50.255103,0.7341828,0.000212459,QSO,BROADLINE,21.58677,20.89692,20.73538,20.55011,20.31797,6721,56398,210
1.41E+19,130.78405,-1.5989545,0.7342985,0.000265337,QSO,,22.22069,21.50436,21.34685,20.75557,20.70682,12525,58932,125
9.33E+18,144.15225,44.739719,0.734314,0.000255043,GALAXY,,26.06145,23.47319,21.88032,20.6132,19.96391,8285,57048,625
6.18E+18,227.93041,16.306839,0.7344797,0.000120431,QSO,BROADLINE,19.7451,19.15295,19.24057,19.24968,19.01542,5486,56030,702
5.14E+18,149.30752,42.617739,0.7345028,0.000186362,GALAXY,,22.81179,23.19531,21.29125,19.96863,19.38615,4565,55591,657
1.31E+19,338.6971,30.92434,0.7345977,0.000387319,QSO,BROADLINE,21.00712,20.63836,20.52525,20.3574,20.2505,11633,58463,634
9.08E+18,243.30659,50.40054,0.7346345,0.000276177,GALAXY,,26.87929,23.87931,21.64062,20.37728,19.44923,8063,57576,75
8.24E+18,122.35088,50.897947,0.7347705,0.00017808,QSO,,22.47902,22.03942,21.72138,21.78637,22.23897,7317,56992,910
1.28E+19,138.48104,27.678634,0.7347893,0.000263092,QSO,,21.76814,21.18367,21.06436,21.12473,21.18936,11344,58438,94
5.14E+18,149.2773,42.876666,0.7348525,0.000141988,GALAXY,,22.01692,22.23037,20.005,18.83643,18.13026,4565,55591,644
1.07E+19,147.15996,19.297636,0.7348863,0.000128251,QSO,BROADLINE,23.04222,20.64702,19.55112,18.93712,18.45075,9546,57864,673
9.42E+18,160.25792,42.230215,0.7348993,0.00013819,QSO,BROADLINE,19.98473,19.68461,19.6126,19.61377,19.61833,8364,58138,921
1.15E+19,141.34108,32.507522,0.7350299,0.000267039,GALAXY,,23.13704,23.94508,21.75951,20.45282,19.77431,10227,58224,449
5.04E+18,129.45412,23.350329,0.7350742,0.000273282,QSO,,21.53189,21.02867,20.93758,20.9136,20.94522,4472,55893,590
1.41E+19,129.70046,-1.3514991,0.7351897,3.36E-05,QSO,,24.11117,24.82042,21.73225,21.06046,20.33649,12525,58932,360
1.21E+19,252.24408,39.149339,0.7354026,0.000367125,GALAXY,,25.40004,24.08405,21.4195,20.20796,19.27711,10720,58250,587
7.57E+18,235.66987,51.896572,0.7354555,0.000177097,QSO,BROADLINE,20.42603,20.13334,20.15768,20.13339,20.04428,6722,56431,906
1.01E+18,124.96424,36.830791,0.7355207,0.000237301,QSO,BROADLINE,19.49949,19.23995,19.17712,19.1857,19.06041,893,52589,3
1.28E+19,138.94959,29.700893,0.7355861,2.12E-05,QSO,,23.87093,24.49881,22.63963,20.90678,19.90409,11375,58426,249
8.61E+18,331.10988,25.572298,0.73562,7.46E-05,QSO,,20.74378,20.53761,20.29336,19.97619,19.9019,7644,57327,350
1.41E+19,130.08574,-0.954194,0.7356349,0.000681206,GALAXY,,26.08146,24.99739,23.68007,21.61622,20.96471,12525,58932,326
1.31E+19,344.81968,32.638801,0.7357405,0.000259596,QSO,,21.14205,20.89899,20.64641,20.47634,20.28074,11636,58462,411
9.83E+18,34.700763,3.7250508,0.7358258,6.26E-05,QSO,BROADLINE,20.32193,19.77062,19.68476,19.65989,19.29412,8734,57642,26
5.14E+18,151.73287,41.434996,0.7359275,0.000115241,QSO,BROADLINE,21.32169,20.47368,20.33844,20.20836,19.75198,4566,55630,874
5.08E+18,126.9068,11.652198,0.735965,0.000119956,QSO,BROADLINE,19.83362,19.33999,19.38839,19.43891,19.34182,4508,55600,940
6.53E+18,148.07819,32.692674,0.7360601,8.05E-05,QSO,BROADLINE,20.52399,19.85497,19.50736,19.32698,18.95283,5799,56325,759
7.50E+18,158.64502,46.98081,0.7360961,6.46E-05,QSO,BROADLINE,23.26321,21.38036,21.34531,21.20258,20.66702,6657,56366,556
5.84E+18,251.91577,39.125415,0.7361912,0.000128147,GALAXY,,22.24493,22.15649,20.91285,19.78127,19.37096,5187,56074,575
5.73E+17,166.94928,1.6592931,0.7363172,0.000225702,QSO,BROADLINE,19.62755,19.26164,19.13782,19.10412,19.00524,509,52374,279
9.83E+18,34.069747,3.2347795,0.7364314,0.000141124,QSO,BROADLINE,21.4149,21.24031,21.07507,20.9806,20.49298,8734,57642,172
9.33E+18,141.87726,43.841688,0.7364728,0.00034353,GALAXY,,25.39771,23.97129,22.21005,20.72362,19.92191,8284,57419,275
5.14E+18,151.56021,42.789031,0.7364848,0.000144662,QSO,BROADLINE,20.37419,20.10411,19.99936,19.99132,19.78157,4565,55591,980
9.33E+18,138.17666,43.628283,0.7365603,0.000197347,GALAXY,,25.55911,22.97866,21.72937,20.25665,19.30668,8283,57064,393
1.41E+19,133.16325,-0.29039274,0.7366008,-1,QSO,,23.61843,23.09149,21.89543,20.89632,20.63914,12533,58931,548
9.08E+18,246.99167,52.870396,0.7366924,0.000135413,QSO,,22.61015,21.93816,21.5975,21.24782,20.47798,8061,58253,374
8.25E+18,124.73869,45.197316,0.7367651,0.000229458,GALAXY,,25.49147,25.06828,22.09311,20.64687,19.96733,7328,56715,131
4.45E+18,228.32682,20.531429,0.7368761,0.000128318,QSO,BROADLINE,21.04672,20.64596,20.52593,20.56464,20.51644,3956,55656,888
7.56E+18,234.54009,53.902592,0.7368779,0.000196807,QSO,BROADLINE,20.53373,20.10779,20.06038,20.15834,20.00576,6714,56447,986
1.03E+19,342.25234,0.15736334,0.7369151,0.000560526,GALAXY,,23.83741,23.35988,21.90464,20.77344,19.88985,9171,58068,165
5.07E+18,129.93638,12.139066,0.7369459,8.18E-05,QSO,BROADLINE,19.91348,19.16477,18.94052,18.76188,18.50404,4507,55564,16
9.32E+18,120.36215,43.934694,0.7369526,0.000276552,GALAXY,,25.0083,25.48161,21.8488,20.55429,19.83892,8277,57073,777
9.32E+18,137.32508,44.550895,0.7369782,0.000194115,QSO,,21.96357,22.43167,21.87245,21.79293,22.03822,8282,57041,958
5.15E+18,148.5409,37.71905,0.7370498,0.000323161,QSO,,21.20453,20.78903,20.63643,20.5564,20.19533,4570,55623,349
9.92E+17,179.96863,52.671146,0.7370915,0.000442193,QSO,BROADLINE,18.87932,18.47562,18.33865,18.28877,18.2436,881,52368,640
9.08E+18,244.53537,53.615487,0.737178,0.000335952,QSO,BROADLINE,21.96903,21.00137,20.69336,20.29727,19.91187,8062,58251,701
8.87E+18,19.791949,-2.2437106,0.7373329,0.000158168,QSO,BROADLINE,21.79708,20.49427,19.83143,19.35951,19.05798,7877,56898,474
6.18E+18,231.07297,13.536868,0.7373634,7.68E-05,QSO,BROADLINE,20.44777,19.81882,19.81418,19.91156,19.54759,5491,56034,126
7.57E+18,227.42365,50.928955,0.7373969,0.000130597,QSO,BROADLINE,20.46342,20.13349,20.17058,20.13594,19.90975,6720,56390,128
5.50E+18,234.97066,5.7143077,0.7375008,0.000276579,GALAXY,,26.2112,22.85008,20.90391,19.36369,18.78482,4881,55733,403
1.25E+18,327.00448,-0.26682411,0.7376132,0.000216873,QSO,BROADLINE,20.46182,19.84775,19.83716,19.75616,19.38128,1107,52968,262
8.24E+18,121.88089,49.813123,0.7376813,5.35E-05,QSO,,22.72503,23.08506,21.87415,20.85069,19.98914,7317,56992,817
8.71E+18,28.34387,33.945358,0.7379892,6.90E-05,QSO,BROADLINE,19.69435,19.36536,19.174,19.05876,18.87043,7735,58136,625
9.32E+18,126.59825,42.855379,0.7379981,0.2182412,QSO,,24.9219,24.0054,21.97557,20.78608,19.99402,8279,57063,245
6.52E+18,150.08292,33.573111,0.7380266,0.000126368,GALAXY,,21.24335,21.06438,20.44078,19.70548,19.34622,5793,56337,147
1.15E+19,146.29755,32.310216,0.7380553,0.000264615,GALAXY,,26.08669,24.73022,22.40421,20.83874,19.90564,10228,58223,207
1.41E+19,129.78743,-0.66131333,0.7380618,0.000450331,GALAXY,,24.90389,23.7572,22.6743,21.12304,20.30286,12525,58932,377
6.53E+18,146.89048,30.352323,0.7381341,0.000123486,QSO,,22.74101,21.95976,21.54098,20.94092,20.87141,5801,56328,688
1.18E+19,135.2433,29.175008,0.7383419,5.70E-05,GALAXY,,22.75789,22.43306,21.81547,21.27481,21.16294,10437,58135,126
9.33E+18,137.94698,43.762329,0.7383444,0.000381371,GALAXY,,25.03366,26.1228,22.21185,21.0372,19.82158,8283,57064,435
1.24E+19,29.100561,13.817132,0.7384275,9.01E-05,QSO,BROADLINE,21.8982,20.9794,20.61971,20.4393,20.21953,11045,58485,176
2.38E+18,202.11282,30.459526,0.7384642,7.53E-05,QSO,BROADLINE,18.05522,17.78286,17.89882,18.04425,17.96342,2110,53467,133
5.30E+18,207.66789,38.550861,0.7385268,0.000106015,QSO,BROADLINE,21.27631,20.36284,20.0074,19.58067,19.45422,4710,55707,334
1.31E+19,28.249088,6.5145316,0.7388238,0.000203726,QSO,BROADLINE,23.44447,21.92631,21.27648,20.69021,20.27965,11650,58508,924
1.28E+19,330.39329,7.0723,0.7388542,0.00017903,QSO,BROADLINE,22.64196,21.91799,21.31539,20.76397,20.52698,11337,58431,784
7.57E+18,233.76863,50.469117,0.7388874,0.000121564,QSO,BROADLINE,22.1719,21.21681,21.09064,20.7522,20.05241,6722,56431,312
9.99E+18,176.40399,37.358881,0.7389672,8.60E-05,GALAXY,,26.29821,24.71976,22.7499,21.72616,19.74136,8872,57422,535
1.34E+18,133.02319,6.4585369,0.7391578,0.000428034,QSO,BROADLINE,19.4607,18.93294,18.88237,18.95818,18.80801,1189,52668,519
5.15E+18,149.03971,35.775856,0.7392984,2.95E-05,GALAXY,,21.65873,21.03102,20.30743,19.51661,19.23268,4573,55587,61
1.31E+19,339.82357,30.487044,0.7393091,0.000369074,QSO,,22.74867,22.11702,21.79452,22.08104,21.55944,11633,58463,854
7.57E+18,228.31675,50.732649,0.7393469,0.00062036,QSO,,21.57658,21.03544,21.13647,21.0278,20.46957,6721,56398,487
1.15E+19,142.47982,33.831089,0.7399696,0.000309471,GALAXY,,23.24042,23.78787,22.30901,20.69798,19.69799,10227,58224,731
9.98E+18,180.26622,35.916698,0.7400703,8.09E-05,QSO,BROADLINE,20.28455,20.19353,20.02871,19.86379,19.69345,8864,57428,292
8.54E+18,336.63455,20.725062,0.7401513,0.000142251,QSO,BROADLINE,21.49689,20.78929,20.12064,19.73695,19.31787,7582,56960,347
5.14E+18,149.82055,42.677765,0.7403114,0.000240878,QSO,BROADLINE,20.36848,19.936,19.88678,19.89802,19.56404,4565,55591,776
9.98E+18,181.83533,36.498895,0.7403435,0.000173638,QSO,,21.81466,21.48945,21.32397,21.02423,21.02636,8864,57428,27
1.18E+19,135.55133,29.213618,0.7403721,0.00017165,GALAXY,,23.26326,22.8247,21.86422,21.15358,20.43752,10437,58135,87
9.99E+18,177.69425,37.5593,0.7404377,0.000186815,GALAXY,,22.97403,23.64636,21.64238,20.32272,19.50858,8872,57422,683
1.03E+19,342.12813,0.12230925,0.7404408,0.00050272,GALAXY,,23.24323,23.90812,21.60797,20.32669,19.61553,9171,58068,161
9.33E+18,137.93665,43.799838,0.7404739,0.000242247,GALAXY,,23.24916,24.06613,21.79246,20.72349,19.95597,8283,57064,437
1.41E+19,129.46513,1.498284,0.7406341,2.67E-05,QSO,BROADLINE,19.50703,19.01694,18.79161,18.65088,18.31268,12527,58930,302
1.21E+19,253.33193,38.194539,0.7406986,0.000150525,QSO,BROADLINE,19.63677,19.3314,19.29897,19.44301,19.27871,10720,58250,778
9.33E+18,138.05889,43.622872,0.7407101,6.80E-05,QSO,BROADLINE,22.3313,21.20152,20.57295,20.23656,19.7329,8283,57064,428
9.32E+18,118.91211,43.777174,0.7407603,0.000332953,GALAXY,,22.58507,24.05624,21.72261,20.3658,19.47371,8276,57067,29
8.15E+18,36.483059,-5.8356272,0.7409461,0.000211946,QSO,,26.05892,23.07999,22.14723,21.46259,20.74678,7235,56603,447
7.92E+18,218.35298,52.529581,0.7410961,5.50E-05,QSO,BROADLINE,21.19605,20.61065,20.66535,20.3346,20.70806,7032,56471,7
1.24E+19,25.703932,14.298206,0.7412329,0.000344668,GALAXY,,22.36994,22.21334,21.6263,20.58794,19.89533,11052,58438,619
5.08E+18,125.29878,12.02278,0.7412476,0.000184792,QSO,BROADLINE,21.06639,20.57826,20.47005,20.22981,19.79977,4508,55600,610
7.92E+18,4.7754417,-5.0278613,0.7413658,9.69E-05,QSO,BROADLINE,20.18861,19.85881,19.89946,19.88869,19.70137,7036,56569,74
1.18E+19,134.47022,29.63876,0.7414451,0.000251736,GALAXY,,23.2099,23.45722,23.13974,21.99882,22.38125,10437,58135,309
9.99E+18,196.91979,36.228221,0.7415125,0.000191208,QSO,,21.95755,21.45607,21.20025,20.83282,20.44527,8870,57779,163
2.46E+18,244.61552,51.700299,0.7416183,0.000276223,QSO,BROADLINE,20.52806,19.72979,19.52682,19.32382,19.07053,2187,54270,25
5.83E+18,134.98975,28.266182,0.7416533,8.82E-05,QSO,,21.64201,21.28235,21.11993,20.91836,20.39435,5182,56341,88
5.83E+18,135.16438,25.020331,0.7416792,0.000225254,QSO,BROADLINE,21.50447,20.8799,20.9054,20.82055,20.52172,5179,55957,94
1.15E+19,146.06986,32.711575,0.7417831,0.000348485,GALAXY,,27.13673,23.78523,22.14522,20.74596,19.89916,10228,58223,229
9.99E+18,176.94906,37.177819,0.7419075,0.000292017,GALAXY,,25.00006,24.49205,21.63454,20.35527,19.54542,8872,57422,573
7.56E+18,231.22533,53.712801,0.7419574,9.09E-05,QSO,BROADLINE,20.85666,20.26594,20.06977,20.03736,19.60224,6714,56447,568
1.28E+19,137.63998,28.213952,0.7420074,0.000147851,QSO,BROADLINE,21.22513,21.10686,20.92235,20.58276,19.97793,11344,58438,262
6.16E+18,221.63134,7.4833391,0.7421109,5.21E-05,QSO,BROADLINE,22.75106,22.49221,21.20282,20.02051,19.44194,5472,55976,131
1.41E+19,139.17624,1.7697015,0.742121,0.000186719,QSO,,22.61208,21.53019,21.38051,20.90882,20.57421,12544,58928,996
4.73E+18,329.56889,0.69798832,0.7421739,4.56E-05,QSO,BROADLINE,20.81194,20.33265,20.29878,20.31757,19.8248,4198,55480,690
1.21E+19,252.57562,37.801434,0.7422455,0.000298573,GALAXY,,24.59298,23.65301,21.97681,20.54672,19.89406,10720,58250,351
1.18E+19,135.43397,29.997161,0.7422627,6.62E-05,GALAXY,,23.62909,22.53221,21.98604,21.57841,21.40207,10437,58135,80
5.14E+18,149.37421,41.963933,0.7422825,0.000153697,QSO,BROADLINE,21.07576,20.48712,20.16511,20.203,20.00332,4565,55591,316
1.18E+19,135.59623,29.157216,0.7423929,0.000160963,GALAXY,,24.11912,24.14249,22.02003,21.15457,22.10656,10437,58135,83
1.21E+19,253.46036,37.064216,0.742561,0.000182405,GALAXY,,24.53346,22.5193,21.4761,20.48402,19.76707,10720,58250,245
1.27E+19,324.8898,2.8628032,0.7426183,0.000392819,QSO,,21.50201,21.32043,21.1102,20.96496,20.58903,11321,58425,22
4.28E+18,122.42779,39.150467,0.7426208,0.000140238,QSO,,22.25177,21.91542,21.66008,21.72041,21.92188,3805,55269,518
